country,age,gender,smoker,state,simulated_deaths,simulated_population,simulated_rates
Switzerland (population),53,M,No,Obwalden,4.08,3461.446511154412,0.0011786979769447014
Switzerland (population),53,M,No,Sankt Gallen,52.64,45383.09171457222,0.0011599033475081125
Switzerland (population),53,M,No,Schaffhausen,6.84,6842.633939451843,9.996150693614258e-4
Switzerland (population),53,M,No,Schwyz,15.8,14334.320264492626,0.0011022496852632763
Switzerland (population),53,M,No,Solothurn,26.56,23783.097480267457,0.0011167594978760231
Switzerland (population),53,M,No,Thurgau,27.52,23864.316531422573,0.0011531861791962037
Switzerland (population),53,M,No,Ticino,35.42,31642.82139796045,0.001119369210303194
Switzerland (population),53,M,No,Uri,3.82,3203.5246846192663,0.0011924365741086838
Switzerland (population),53,M,No,Valais,35.36,32227.19712101331,0.0010972099083647578
Switzerland (population),53,M,No,Vaud,82.54,73666.40288113584,0.0011204565008173688
Switzerland (population),53,M,No,Zug,12.74,11274.222982017216,0.0011300113560216744
Switzerland (population),53,M,No,Zürich,155.94,138570.76367006495,0.001125345605883294
Switzerland (population),53,M,Yes,Aargau,117.08,26656.25820954816,0.004392214356554455
Switzerland (population),53,M,Yes,Appenzell Ausserrhoden,8.78,2076.290273947159,0.004228695818773289
Switzerland (population),53,M,Yes,Appenzell Innerrhoden,3.2,702.9348801340309,0.004552342031156351
Switzerland (population),53,M,Yes,Basel-Landschaft,48,11233.95594161031,0.004272760214610521
Switzerland (population),53,M,Yes,Basel-Stadt,28.56,6956.340048660977,0.004105607230270105
Switzerland (population),53,M,Yes,Bern,172.34,40676.80073511008,0.004236813045408587
Switzerland (population),53,M,Yes,Fribourg,56.9,13257.894431028026,0.004291782552351183
Switzerland (population),53,M,Yes,Genève,87.28,20400.499694842718,0.0042783265756017015
Switzerland (population),53,M,Yes,Glarus,6.2,1556.0390462819528,0.003984475848992652
Switzerland (population),53,M,Yes,Graubünden,34.74,8299.7880283600025,0.004185649064927319
Switzerland (population),53,M,Yes,Jura,12.16,2837.948294496907,0.004284785605001886
Switzerland (population),53,M,Yes,Lucerne,68.06,16467.849954280493,0.004132901392042933
Switzerland (population),53,M,Yes,Neuchâtel,29.2,7099.875438116707,0.004112748210093318
Switzerland (population),53,M,Yes,Nidwalden,6.72,1718.030185011656,0.0039114563053817405
Switzerland (population),53,M,Yes,Obwalden,6.48,1555.1426354461848,0.004166820362519885
Switzerland (population),53,M,Yes,Sankt Gallen,86.34,20389.504973213603,0.004234531447106138
Switzerland (population),53,M,Yes,Schaffhausen,12.9,3074.2268423624214,0.00419617701018018
Switzerland (population),53,M,Yes,Schwyz,27.52,6440.056930424223,0.0042732541493522465
Switzerland (population),53,M,Yes,Solothurn,46,10685.159737511465,0.004305036249342327
Switzerland (population),53,M,Yes,Thurgau,45.22,10721.64945614637,0.004217634626552434
Switzerland (population),53,M,Yes,Ticino,61.4,14216.340048359043,0.0043189737858786836
Switzerland (population),53,M,Yes,Uri,6.28,1439.2647133796704,0.00436333910059766
Switzerland (population),53,M,Yes,Valais,63.52,14478.885663063951,0.004387077947720889
Switzerland (population),53,M,Yes,Vaud,141.4,33096.499845147984,0.0042723551028532565
Switzerland (population),53,M,Yes,Zug,20.9,5065.230615109182,0.004126169485286012
Switzerland (population),53,M,Yes,Zürich,265.4,62256.43005466685,0.004263013471330663
Switzerland (population),54,F,No,Aargau,49.68,65487.86189336636,7.586138646714984e-4
Switzerland (population),54,F,No,Appenzell Ausserrhoden,3.84,5100.933883589365,7.528033273189406e-4
Switzerland (population),54,F,No,Appenzell Innerrhoden,1.52,1726.9378915964426,8.801706230412595e-4
Switzerland (population),54,F,No,Basel-Landschaft,21.32,27599.063208234456,7.724899877630255e-4
Switzerland (population),54,F,No,Basel-Stadt,12.76,17090.014390197695,7.466348306481674e-4
Switzerland (population),54,F,No,Bern,80.62,99932.88209710913,8.067414679550425e-4
Switzerland (population),54,F,No,Fribourg,24,32571.38164969446,7.368431667443599e-4
Switzerland (population),54,F,No,Genève,39.92,50119.00380275347,7.965042592847157e-4
Switzerland (population),54,F,No,Glarus,2.76,3822.804737354221,7.21982991448893e-4
Switzerland (population),54,F,No,Graubünden,16.38,20390.5352308886,8.03313881392714e-4
Switzerland (population),54,F,No,Jura,5.52,6972.140069680032,7.917224761454521e-4
Switzerland (population),54,F,No,Lucerne,31.98,40457.451867730895,7.904600641818334e-4
Switzerland (population),54,F,No,Neuchâtel,13.8,17442.645494218155,7.911643910079116e-4
Switzerland (population),54,F,No,Nidwalden,3.26,4220.777072319075,7.723696239206532e-4
Switzerland (population),54,F,No,Obwalden,3.1,3820.602476686162,8.113903550334335e-4
Switzerland (population),54,F,No,Sankt Gallen,37.64,50091.99247933578,7.514175048143165e-4
Switzerland (population),54,F,No,Schaffhausen,5.68,7552.6182744356975,7.52057073932336e-4
Switzerland (population),54,F,No,Schwyz,12.9,15821.633911618203,8.153393051603363e-4
Switzerland (population),54,F,No,Solothurn,20.06,26250.80608455626,7.641670101628458e-4
Switzerland (population),54,F,No,Thurgau,21.52,26340.452337068724,8.169943220646619e-4
Switzerland (population),54,F,No,Ticino,28.04,34926.04649900154,8.028392220345238e-4
Switzerland (population),54,F,No,Uri,2.54,3535.91895894983,7.183422554329078e-4
Switzerland (population),54,F,No,Valais,26.4,35571.056418298656,7.42176439449776e-4
Switzerland (population),54,F,No,Vaud,64.82,81309.94958011444,7.97196411198522e-4
Switzerland (population),54,F,No,Zug,10.44,12444.024227732903,8.389569008338387e-4
Switzerland (population),54,F,No,Zürich,121,152948.71700836343,7.911148414104288e-4
Switzerland (population),54,F,Yes,Aargau,60.7,19893.96586851938,0.003051176442202152
Switzerland (population),54,F,Yes,Appenzell Ausserrhoden,4.74,1549.566616527147,0.0030589197969579257
Switzerland (population),54,F,Yes,Appenzell Innerrhoden,1.66,524.6108588552426,0.00316425017130278
Switzerland (population),54,F,Yes,Basel-Landschaft,24.56,8384.070048916072,0.002929364837925611
Switzerland (population),54,F,Yes,Basel-Stadt,15.98,5191.621059864489,0.003078036670191238
Switzerland (population),54,F,Yes,Bern,89.9,30357.707338495988,0.002961356699226086
Switzerland (population),54,F,Yes,Fribourg,31.34,9894.565742345254,0.003167395196120214
Switzerland (population),54,F,Yes,Genève,46.48,15225.199329910763,0.00305283359467665
Switzerland (population),54,F,Yes,Glarus,3.64,1161.2953113475012,0.0031344309792970325
Switzerland (population),54,F,Yes,Graubünden,18.5,6194.2564651851935,0.0029866377189868088
Switzerland (population),54,F,Yes,Jura,6.94,2118.003437073595,0.0032766707921819366
Switzerland (population),54,F,Yes,Lucerne,36.42,12290.203761644454,0.0029633357352186755
Switzerland (population),54,F,Yes,Neuchâtel,16.6,5298.743676861577,0.0031328180814800444
Switzerland (population),54,F,Yes,Nidwalden,3.84,1282.1917312260032,0.0029948719107151605
Switzerland (population),54,F,Yes,Obwalden,3.64,1160.626306477022,0.0031362377189682153
Switzerland (population),54,F,Yes,Sankt Gallen,46.08,15216.993804022472,0.0030281933865162762
Switzerland (population),54,F,Yes,Schaffhausen,7.56,2294.3416661584324,0.0032950628546349883
Switzerland (population),54,F,Yes,Schwyz,14,4806.311214350771,0.002912836763087365
Switzerland (population),54,F,Yes,Solothurn,25.92,7974.49519908945,0.0032503624809956146
Switzerland (population),54,F,Yes,Thurgau,23.98,8001.728024168206,0.002996852670769545
Switzerland (population),54,F,Yes,Ticino,33.78,10609.868102043489,0.0031838284581024983
Switzerland (population),54,F,Yes,Uri,3.7,1074.1448727970148,0.003444600531737773
Switzerland (population),54,F,Yes,Valais,32.96,10805.809837631796,0.0030502109971633114
Switzerland (population),54,F,Yes,Vaud,73.76,24700.4149311169,0.002986184653403502
Switzerland (population),54,F,Yes,Zug,12.06,3780.2576858693155,0.003190258707780832
Switzerland (population),54,F,Yes,Zürich,142.16,46462.90881740375,0.003059644856904669
Switzerland (population),54,M,No,Aargau,74.4,59999.23516478279,0.0012400158067959824
Switzerland (population),54,M,No,Appenzell Ausserrhoden,5.38,4673.417680666237,0.0011511917760436583
Switzerland (population),54,M,No,Appenzell Innerrhoden,2.14,1582.200879326079,0.0013525463346421027
Switzerland (population),54,M,No,Basel-Landschaft,29.26,25285.948202964642,0.0011571644363555812
Switzerland (population),54,M,No,Basel-Stadt,20.06,15657.677052224248,0.0012811606685392953
Switzerland (population),54,M,No,Bern,115.42,91557.37140116219,0.001260630337390124
Switzerland (population),54,M,No,Fribourg,37.36,29841.529876544446,0.0012519465374114449
Switzerland (population),54,M,No,Genève,55.8,45918.46196295887,0.0012151974960531624
Switzerland (population),54,M,No,Glarus,4.06,3502.4102756482766,0.0011592017155238948
Switzerland (population),54,M,No,Graubünden,24.8,18681.576754574126,0.001327511072850304
Switzerland (population),54,M,No,Jura,8.42,6387.795532608639,0.0013181386218480684
Switzerland (population),54,M,No,Lucerne,45.4,37066.657829391625,0.0012248204359013059
Switzerland (population),54,M,No,Neuchâtel,20.26,15980.75366405487,0.0012677750014738253
Switzerland (population),54,M,No,Nidwalden,4.56,3867.0280082215972,0.001179200148099546
Switzerland (population),54,M,No,Obwalden,4.4,3500.392589440531,0.0012570018612407285
Switzerland (population),54,M,No,Sankt Gallen,57.28,45893.71449527566,0.0012481011970799719
Switzerland (population),54,M,No,Schaffhausen,9.12,6919.62306992963,0.0013179908656632572
Switzerland (population),54,M,No,Schwyz,19,14495.601265773515,0.0013107424557035868
Switzerland (population),54,M,No,Solothurn,30.46,24050.690341624137,0.001266491712601005
Switzerland (population),54,M,No,Thurgau,29.4,24132.823219849648,0.0012182577948782226
Switzerland (population),54,M,No,Ticino,40.46,31998.847063932008,0.0012644205561270084
Switzerland (population),54,M,No,Uri,3.88,3239.5687843205474,0.0011976902663030733
Switzerland (population),54,M,No,Valais,40.46,32589.797825075206,0.0012414928198440469
Switzerland (population),54,M,No,Vaud,94.04,74495.25217417568,0.001262362328543129
Switzerland (population),54,M,No,Zug,14.34,11401.07364097088,0.0012577762806888465
Switzerland (population),54,M,No,Zürich,174.96,140129.877119506,0.0012485560081579895
Switzerland (population),54,M,Yes,Aargau,128.56,26956.178117511106,0.004769222084806067
Switzerland (population),54,M,Yes,Appenzell Ausserrhoden,10.64,2099.6514217485983,0.005067507820483347
Switzerland (population),54,M,Yes,Appenzell Innerrhoden,3.3,710.8438733204124,0.004642369617093861
Switzerland (population),54,M,Yes,Basel-Landschaft,55.96,11360.353540462373,0.0049259030364403955
Switzerland (population),54,M,Yes,Basel-Stadt,33.66,7034.608530709445,0.0047849144487654045
Switzerland (population),54,M,Yes,Bern,200.4,41134.47120921779,0.004871826332244002
Switzerland (population),54,M,Yes,Fribourg,62.44,13407.064147433011,0.004657246307869355
Switzerland (population),54,M,Yes,Genève,100.02,20630.033635532247,0.004848271300330312
Switzerland (population),54,M,Yes,Glarus,7.64,1573.5466455811097,0.004855273926232135
Switzerland (population),54,M,Yes,Graubünden,40.74,8393.172165098518,0.0048539454688431025
Switzerland (population),54,M,Yes,Jura,14.14,2869.879152331418,0.004927036732021632
Switzerland (population),54,M,Yes,Lucerne,78.44,16653.13612624841,0.0047102239125016284
Switzerland (population),54,M,Yes,Neuchâtel,33.82,7179.7588925463915,0.004710464586089368
Switzerland (population),54,M,Yes,Nidwalden,7.96,1737.3604094908624,0.004581663054203415
Switzerland (population),54,M,Yes,Obwalden,7.8,1572.6401488790793,0.004959812329323752
Switzerland (population),54,M,Yes,Sankt Gallen,97.14,20618.915208022398,0.004711208083449745
Switzerland (population),54,M,Yes,Schaffhausen,15.76,3108.8161618524423,0.005069453830492546
Switzerland (population),54,M,Yes,Schwyz,32.98,6512.51651070984,0.0050640946469409105
Switzerland (population),54,M,Yes,Solothurn,52.92,10805.382617251424,0.004897559103137184
Switzerland (population),54,M,Yes,Thurgau,51.3,10842.282895874478,0.004731475879449687
Switzerland (population),54,M,Yes,Ticino,67.54,14376.29360843322,0.004698012007794599
Switzerland (population),54,M,Yes,Uri,7,1455.4584393324196,0.004809481199072036
Switzerland (population),54,M,Yes,Valais,72.82,14641.793225758427,0.004973434529309712
Switzerland (population),54,M,Yes,Vaud,163.28,33468.881411586175,0.004878561610471874
Switzerland (population),54,M,Yes,Zug,24.42,5122.221490870975,0.004767462719744214
Switzerland (population),54,M,Yes,Zürich,301.32,62956.901314560666,0.004786131364605626
Switzerland (population),55,F,No,Aargau,54.74,63355.174968496394,8.640178174430057e-4
Switzerland (population),55,F,No,Appenzell Ausserrhoden,4.68,4934.816153010974,9.483635975262223e-4
Switzerland (population),55,F,No,Appenzell Innerrhoden,1.38,1670.698189230418,8.260019726457453e-4
Switzerland (population),55,F,No,Basel-Landschaft,23.36,26700.268232476923,8.748975776799882e-4
Switzerland (population),55,F,No,Basel-Stadt,14.12,16533.458576921006,8.540257886338467e-4
Switzerland (population),55,F,No,Bern,84.82,96678.45379770751,8.77341296515556e-4
Switzerland (population),55,F,No,Fribourg,27.56,31510.657451943716,8.746247215574988e-4
Switzerland (population),55,F,No,Genève,42.78,48486.82127293312,8.823016002470171e-4
Switzerland (population),55,F,No,Glarus,3.3,3698.3107403909125,8.922992770616102e-4
Switzerland (population),55,F,No,Graubünden,16.58,19726.494191515143,8.40493999543592e-4
Switzerland (population),55,F,No,Jura,5.6,6745.084375157889,8.302342400081415e-4
Switzerland (population),55,F,No,Lucerne,34.7,39139.908797652344,8.865631286826439e-4
Switzerland (population),55,F,No,Neuchâtel,16.16,16874.605846791084,9.576519977249142e-4
Switzerland (population),55,F,No,Nidwalden,3.86,4083.322652298719,9.453085951527737e-4
Switzerland (population),55,F,No,Obwalden,3.72,3696.1801988536386,0.001006444437193227
Switzerland (population),55,F,No,Sankt Gallen,43.08,48460.68960407448,8.889679522096176e-4
Switzerland (population),55,F,No,Schaffhausen,6.08,7306.658645021464,8.321177018640015e-4
Switzerland (population),55,F,No,Schwyz,13.42,15306.384355474043,8.767583309248723e-4
Switzerland (population),55,F,No,Solothurn,22.24,25395.918639994554,8.757312667152555e-4
Switzerland (population),55,F,No,Thurgau,22.58,25482.645460034048,8.860932447305582e-4
Switzerland (population),55,F,No,Ticino,30.12,33788.63995445581,8.914238643697758e-4
Switzerland (population),55,F,No,Uri,3.2,3420.767724612219,9.354625211692077e-4
Switzerland (population),55,F,No,Valais,29.76,34412.64438996518,8.647984055732171e-4
Switzerland (population),55,F,No,Vaud,70.56,78661.99832139557,8.97002383688594e-4
Switzerland (population),55,F,No,Zug,10.92,12038.770383799736,9.07069380997146e-4
Switzerland (population),55,F,No,Zürich,132.58,147967.76756966423,8.960059489819663e-4
Switzerland (population),55,F,Yes,Aargau,63.52,19246.096176870484,0.0033004095696215464
Switzerland (population),55,F,Yes,Appenzell Ausserrhoden,5,1499.1032120620036,0.0033353273875803007
Switzerland (population),55,F,Yes,Appenzell Innerrhoden,1.54,507.5263078105442,0.003034325465104502
Switzerland (population),55,F,Yes,Basel-Landschaft,27.44,8111.03324402493,0.0033830461760484013
Switzerland (population),55,F,Yes,Basel-Stadt,16.72,5022.549997943409,0.003328986273276794
Switzerland (population),55,F,Yes,Bern,96.94,29369.073969838133,0.0033007509906358237
Switzerland (population),55,F,Yes,Fribourg,31.66,9572.337922168039,0.003307446964098539
Switzerland (population),55,F,Yes,Genève,50,14729.37334627564,0.003394577544104592
Switzerland (population),55,F,Yes,Glarus,3.64,1123.4764048384393,0.003239943433011793
Switzerland (population),55,F,Yes,Graubünden,20.2,5992.533437578916,0.003370861457914724
Switzerland (population),55,F,Yes,Jura,7.22,2049.028239128798,0.003523621520740869
Switzerland (population),55,F,Yes,Lucerne,40.46,11889.95925665319,0.0034028712064223476
Switzerland (population),55,F,Yes,Neuchâtel,16.92,5126.184044722713,0.0033007008434312356
Switzerland (population),55,F,Yes,Nidwalden,4.46,1240.4356948964817,0.003595510850219609
Switzerland (population),55,F,Yes,Obwalden,3.9,1122.8291868747037,0.003473368919857977
Switzerland (population),55,F,Yes,Sankt Gallen,51.08,14721.435042697984,0.00346977043011417
Switzerland (population),55,F,Yes,Schaffhausen,7.4,2219.623812633639,0.003333898274960258
Switzerland (population),55,F,Yes,Schwyz,15.98,4649.7882070736,0.003436715671412743
Switzerland (population),55,F,Yes,Solothurn,26.58,7714.796666386873,0.003445327355911819
Switzerland (population),55,F,Yes,Thurgau,24.96,7741.142623452323,0.003224330207323912
Switzerland (population),55,F,Yes,Ticino,34.34,10264.34564457393,0.0033455615378807178
Switzerland (population),55,F,Yes,Uri,3.46,1039.164119732265,0.003329599179089681
Switzerland (population),55,F,Yes,Valais,35.78,10453.906314031145,0.003422644026566068
Switzerland (population),55,F,Yes,Vaud,81.1,23896.017743005435,0.0033938709316425177
Switzerland (population),55,F,Yes,Zug,11.58,3657.149282171236,0.0031664006871289095
Switzerland (population),55,F,Yes,Zürich,153.08,44949.79119130608,0.0034055775553771166
Switzerland (population),55,M,No,Aargau,79.62,57738.188358006584,0.0013789833429880911
Switzerland (population),55,M,No,Appenzell Ausserrhoden,5.74,4497.301833612837,0.0012763208279905156
Switzerland (population),55,M,No,Appenzell Innerrhoden,2.58,1522.5762818449011,0.0016944963814054831
Switzerland (population),55,M,No,Basel-Landschaft,34.32,24333.057515548353,0.001410426946061759
Switzerland (population),55,M,No,Basel-Stadt,21.2,15067.623852325387,0.001406990259896102
Switzerland (population),55,M,No,Bern,122.36,88107.06904855938,0.0013887648439714008
Switzerland (population),55,M,No,Fribourg,39.8,28716.963944139337,0.0013859403827444832
Switzerland (population),55,M,No,Genève,60.38,44188.04337498389,0.0013664329847694239
Switzerland (population),55,M,No,Glarus,4.3,3370.423367014767,0.0012758041147241904
Switzerland (population),55,M,No,Graubünden,25.68,17977.569122635716,0.0014284467396465791
Switzerland (population),55,M,No,Jura,9.62,6147.0740525484825,0.0015649721994176555
Switzerland (population),55,M,No,Lucerne,49.62,35669.815884776224,0.0013910921256304457
Switzerland (population),55,M,No,Neuchâtel,21.4,15378.525453265993,0.0013915508391901905
Switzerland (population),55,M,No,Nidwalden,5.52,3721.3006284360017,0.001483352341334476
Switzerland (population),55,M,No,Obwalden,4.74,3368.481716492219,0.0014071621575954454
Switzerland (population),55,M,No,Sankt Gallen,63.82,44164.22850556842,0.001445060904708282
Switzerland (population),55,M,No,Schaffhausen,9.44,6658.859885142524,0.0014176601044065893
Switzerland (population),55,M,No,Schwyz,20.34,13949.34041987667,0.0014581334592004911
Switzerland (population),55,M,No,Solothurn,32.86,23144.34984497709,0.0014197849678258061
Switzerland (population),55,M,No,Thurgau,32.18,23223.387579047292,0.001385672089847632
Switzerland (population),55,M,No,Ticino,43.64,30792.983509576396,0.0014172059679253969
Switzerland (population),55,M,No,Uri,4.26,3117.4869505271195,0.0013664852708620636
Switzerland (population),55,M,No,Valais,42.34,31361.664531317503,0.001350055892528269
Switzerland (population),55,M,No,Vaud,98,71687.92885437321,0.0013670362858310093
Switzerland (population),55,M,No,Zug,15.32,10971.42881168365,0.0013963541360889555
Switzerland (population),55,M,No,Zürich,189.66,134849.13961802245,0.0014064605865282964
Switzerland (population),55,M,Yes,Aargau,141.14,25940.345494176872,0.005440945265423828
Switzerland (population),55,M,Yes,Appenzell Ausserrhoden,11.1,2020.5269107535935,0.005493616512071124
Switzerland (population),55,M,Yes,Appenzell Innerrhoden,3.28,684.056010683941,0.004794928995244923
Switzerland (population),55,M,Yes,Basel-Landschaft,58.5,10932.243231623172,0.005351143288760707
Switzerland (population),55,M,Yes,Basel-Stadt,35.06,6769.5121655374905,0.00517910288698274
Switzerland (population),55,M,Yes,Bern,216.76,39584.335369642606,0.005475903484948598
Switzerland (population),55,M,Yes,Fribourg,69.62,12901.82438070028,0.005396136077014342
Switzerland (population),55,M,Yes,Genève,107.1,19852.599197456533,0.005394759594689313
Switzerland (population),55,M,Yes,Glarus,7.98,1514.2481793834459,0.005269941947857719
Switzerland (population),55,M,Yes,Graubünden,41.42,8076.878881184161,0.005128218537050461
Switzerland (population),55,M,Yes,Jura,15.44,2761.7289221594624,0.005590700765782288
Switzerland (population),55,M,Yes,Lucerne,85.98,16025.569455479172,0.005365175960758342
Switzerland (population),55,M,Yes,Neuchâtel,38.4,6909.192594945591,0.005557812938677011
Switzerland (population),55,M,Yes,Nidwalden,8.74,1671.8886881379135,0.0052276207513158555
Switzerland (population),55,M,Yes,Obwalden,7.68,1513.3758436414316,0.005074747315591251
Switzerland (population),55,M,Yes,Sankt Gallen,106.92,19841.899763371322,0.005388596922426611
Switzerland (population),55,M,Yes,Schaffhausen,15.84,2991.661687527801,0.0052947163330789564
Switzerland (population),55,M,Yes,Schwyz,34.36,6267.094971248938,0.00548260400674167
Switzerland (population),55,M,Yes,Solothurn,57.46,10398.186162236083,0.005525963769400671
Switzerland (population),55,M,Yes,Thurgau,54.46,10433.695868847333,0.005219626936089378
Switzerland (population),55,M,Yes,Ticino,73.64,13834.528823143017,0.005322913482735439
Switzerland (population),55,M,Yes,Uri,6.68,1400.6100792223287,0.004769350227515845
Switzerland (population),55,M,Yes,Valais,75.82,14090.023195229604,0.005381112504177426
Switzerland (population),55,M,Yes,Vaud,177.24,32207.620209935776,0.005503045516704242
Switzerland (population),55,M,Yes,Zug,27.02,4929.192654524539,0.005481627904155493
Switzerland (population),55,M,Yes,Zürich,324.94,60584.39606027096,0.005363427237547125
Switzerland (population),56,F,No,Aargau,56.44,60696.11449477418,9.298783039045996e-4
Switzerland (population),56,F,No,Appenzell Ausserrhoden,4.48,4727.698508965598,9.476069574876945e-4
Switzerland (population),56,F,No,Appenzell Innerrhoden,1.38,1600.5778317266947,8.621886250362867e-4
Switzerland (population),56,F,No,Basel-Landschaft,25.74,25579.639524087044,0.0010062690670743014
Switzerland (population),56,F,No,Basel-Stadt,16.6,15839.537895340136,0.001048010371873512
Switzerland (population),56,F,No,Bern,92.16,92620.7922841548,9.950249585131909e-4
Switzerland (population),56,F,No,Fribourg,28.1,30188.133383892,9.30829330938156e-4
Switzerland (population),56,F,No,Genève,45.32,46451.795878284596,9.756350458171696e-4
Switzerland (population),56,F,No,Glarus,3.48,3543.0900829749103,9.821934860538635e-4
Switzerland (population),56,F,No,Graubünden,18.98,18898.559598707972,0.001004309344363874
Switzerland (population),56,F,No,Jura,6.32,6461.988522880277,9.78027116207723e-4
Switzerland (population),56,F,No,Lucerne,35.18,37497.17977858355,9.382038918055644e-4
Switzerland (population),56,F,No,Neuchâtel,16.98,16166.366978550932,0.001050328748724347
Switzerland (population),56,F,No,Nidwalden,4.08,3911.9427788853604,0.0010429600407300755
Switzerland (population),56,F,No,Obwalden,3.82,3541.048961738223,0.0010787763855501296
Switzerland (population),56,F,No,Sankt Gallen,43.54,46426.7609736257,9.378211851723702e-4
Switzerland (population),56,F,No,Schaffhausen,7.38,6999.993132573296,0.0010542867486052815
Switzerland (population),56,F,No,Schwyz,14.48,14663.964826911775,9.874546325578906e-4
Switzerland (population),56,F,No,Solothurn,23.78,24330.034385345207,9.773927822446273e-4
Switzerland (population),56,F,No,Thurgau,23.96,24413.12122081685,9.814394391967187e-4
Switzerland (population),56,F,No,Ticino,31,32370.507386620568,9.576618503302476e-4
Switzerland (population),56,F,No,Uri,3.34,3277.1957393588586,0.0010191640248664025
Switzerland (population),56,F,No,Valais,31.86,32968.32192476613,9.663822160164739e-4
Switzerland (population),56,F,No,Vaud,73.4,75360.49989408579,9.739850465848668e-4
Switzerland (population),56,F,No,Zug,11.7,11533.494871646268,0.0010144366586370159
Switzerland (population),56,F,No,Zürich,138.16,141757.45811467405,9.746224420039762e-4
Switzerland (population),56,F,Yes,Aargau,71.14,18438.324220707145,0.0038582681998891354
Switzerland (population),56,F,Yes,Appenzell Ausserrhoden,6.08,1436.1848143272287,0.0042334384400576856
Switzerland (population),56,F,Yes,Appenzell Innerrhoden,1.74,486.22507795608846,0.003578589585124487
Switzerland (population),56,F,Yes,Basel-Landschaft,29.1,7770.607573810014,0.0037448809148564366
Switzerland (population),56,F,Yes,Basel-Stadt,18.94,4811.750103799544,0.003936197764103386
Switzerland (population),56,F,Yes,Bern,105.22,28136.43364042773,0.0037396352837274667
Switzerland (population),56,F,Yes,Fribourg,34.46,9170.580284806825,0.003757668427710176
Switzerland (population),56,F,Yes,Genève,51.06,14111.171368501055,0.0036184097454854875
Switzerland (population),56,F,Yes,Glarus,4.02,1076.3233237720392,0.003734937180318336
Switzerland (population),56,F,Yes,Graubünden,22.98,5741.022668186385,0.0040027711660751
Switzerland (population),56,F,Yes,Jura,7.6,1963.029107993617,0.003871567654831083
Switzerland (population),56,F,Yes,Lucerne,42.58,11390.929450338937,0.003738061954086901
Switzerland (population),56,F,Yes,Neuchâtel,18.06,4911.034558021339,0.003677432888453628
Switzerland (population),56,F,Yes,Nidwalden,4.68,1188.3737516040271,0.003938154973284366
Switzerland (population),56,F,Yes,Obwalden,3.82,1075.703269993489,0.003551165183334547
Switzerland (population),56,F,Yes,Sankt Gallen,53.34,14103.566241010154,0.003782022155850106
Switzerland (population),56,F,Yes,Schaffhausen,7.52,2126.4646673918874,0.003536386056780004
Switzerland (population),56,F,Yes,Schwyz,16.74,4454.633382881934,0.0037578850067275394
Switzerland (population),56,F,Yes,Solothurn,26.48,7391.001319146586,0.0035827351202607494
Switzerland (population),56,F,Yes,Thurgau,28.32,7416.241518188167,0.0038186458640196426
Switzerland (population),56,F,Yes,Ticino,36.6,9833.543964905597,0.0037219541734515816
Switzerland (population),56,F,Yes,Uri,4.16,995.5496835340465,0.004178596074916771
Switzerland (population),56,F,Yes,Valais,37.94,10015.148642073673,0.0037882612985506705
Switzerland (population),56,F,Yes,Vaud,84.44,22893.08536547847,0.0036884499687111173
Switzerland (population),56,F,Yes,Zug,12.48,3503.656199600495,0.0035619933261211633
Switzerland (population),56,F,Yes,Zürich,163.38,43063.21739337555,0.0037939571144336485
Switzerland (population),56,M,No,Aargau,87.1,55347.09668120877,0.0015737049497227167
Switzerland (population),56,M,No,Appenzell Ausserrhoden,7.42,4311.056624190571,0.00172115577382219
Switzerland (population),56,M,No,Appenzell Innerrhoden,2.2,1459.5223555208643,0.0015073424478070974
Switzerland (population),56,M,No,Basel-Landschaft,35.74,23325.36099871778,0.0015322378076791465
Switzerland (population),56,M,No,Basel-Stadt,22.6,14443.633543536635,0.0015647032259492107
Switzerland (population),56,M,No,Bern,132.88,84458.32139193415,0.0015733204000510737
Switzerland (population),56,M,No,Fribourg,43.74,27527.71822267719,0.0015889439017857724
Switzerland (population),56,M,No,Genève,66.22,42358.09917803797,0.0015633373849394559
Switzerland (population),56,M,No,Glarus,4.68,3230.8451867957406,0.0014485373731699875
Switzerland (population),56,M,No,Graubünden,26.4,17233.07025419779,0.001531938279748453
Switzerland (population),56,M,No,Jura,8.44,5892.507395337625,0.0014323274344429414
Switzerland (population),56,M,No,Lucerne,53.1,34192.63410438924,0.001552966052217184
Switzerland (population),56,M,No,Neuchâtel,23.08,14741.659883727758,0.0015656310199827852
Switzerland (population),56,M,No,Nidwalden,5.54,3567.191689230223,0.0015530424161745836
Switzerland (population),56,M,No,Obwalden,5.42,3228.983945176482,0.0016785465929914267
Switzerland (population),56,M,No,Sankt Gallen,66.3,42335.270545594285,0.001566070067477097
Switzerland (population),56,M,No,Schaffhausen,10.02,6383.098817794811,0.00156977046510172
Switzerland (population),56,M,No,Schwyz,20.58,13371.661197106921,0.0015390757884631914
Switzerland (population),56,M,No,Solothurn,35.92,22185.88086884497,0.0016190477273517446
Switzerland (population),56,M,No,Thurgau,34.02,22261.6454404994,0.0015281889243509946
Switzerland (population),56,M,No,Ticino,45.38,29517.76430600555,0.0015373793058835149
Switzerland (population),56,M,No,Uri,4.12,2988.3835388698058,0.0013786717623127341
Switzerland (population),56,M,No,Valais,46.4,30062.894736768518,0.0015434308773749033
Switzerland (population),56,M,No,Vaud,107.62,68719.14138657597,0.0015660847593334916
